frame,scenario,band_m,points,frame_points
2023-05-15_neubiberg_rain__0664_1684158000816450690,2023-05-15_neubiberg_rain,50-100,24888,178773
2023-05-15_neubiberg_rain__0664_1684158000816450690,2023-05-15_neubiberg_rain,100-150,5653,178773
2023-05-15_neubiberg_rain__0664_1684158000816450690,2023-05-15_neubiberg_rain,150-400,2191,178773
2023-05-15_neubiberg_rain__0664_1684158000816450690,2023-05-15_neubiberg_rain,>=400,0,178773
2023-05-15_neubiberg_rain__0665_1684158012214956761,2023-05-15_neubiberg_rain,0-50,119296,169444
2023-05-15_neubiberg_rain__0665_1684158012214956761,2023-05-15_neubiberg_rain,50-100,31346,169444
2023-05-15_neubiberg_rain__0665_1684158012214956761,2023-05-15_neubiberg_rain,100-150,13234,169444
2023-05-15_neubiberg_rain__0665_1684158012214956761,2023-05-15_neubiberg_rain,150-400,5568,169444
2023-05-15_neubiberg_rain__0665_1684158012214956761,2023-05-15_neubiberg_rain,>=400,0,169444
2023-05-15_neubiberg_rain__0666_1684158037707341665,2023-05-15_neubiberg_rain,0-50,163566,186194
2023-05-15_neubiberg_rain__0666_1684158037707341665,2023-05-15_neubiberg_rain,50-100,13779,186194
2023-05-15_neubiberg_rain__0666_1684158037707341665,2023-05-15_neubiberg_rain,100-150,3537,186194
2023-05-15_neubiberg_rain__0666_1684158037707341665,2023-05-15_neubiberg_rain,150-400,5312,186194
2023-05-15_neubiberg_rain__0666_1684158037707341665,2023-05-15_neubiberg_rain,>=400,0,186194
2023-05-15_neubiberg_rain__0667_1684158054805035523,2023-05-15_neubiberg_rain,0-50,171414,189121
2023-05-15_neubiberg_rain__0667_1684158054805035523,2023-05-15_neubiberg_rain,50-100,13747,189121
2023-05-15_neubiberg_rain__0667_1684158054805035523,2023-05-15_neubiberg_rain,100-150,2383,189121
2023-05-15_neubiberg_rain__0667_1684158054805035523,2023-05-15_neubiberg_rain,150-400,1577,189121
2023-05-15_neubiberg_rain__0667_1684158054805035523,2023-05-15_neubiberg_rain,>=400,0,189121
2023-05-15_neubiberg_rain__0668_1684158057505457796,2023-05-15_neubiberg_rain,0-50,164512,183643
2023-05-15_neubiberg_rain__0668_1684158057505457796,2023-05-15_neubiberg_rain,50-100,16364,183643
2023-05-15_neubiberg_rain__0668_1684158057505457796,2023-05-15_neubiberg_rain,100-150,1858,183643
2023-05-15_neubiberg_rain__0668_1684158057505457796,2023-05-15_neubiberg_rain,150-400,909,183643
2023-05-15_neubiberg_rain__0668_1684158057505457796,2023-05-15_neubiberg_rain,>=400,0,183643
2023-05-15_neubiberg_rain__0669_1684158060192291265,2023-05-15_neubiberg_rain,0-50,158179,175190
2023-05-15_neubiberg_rain__0669_1684158060192291265,2023-05-15_neubiberg_rain,50-100,16356,175190
2023-05-15_neubiberg_rain__0669_1684158060192291265,2023-05-15_neubiberg_rain,100-150,568,175190
2023-05-15_neubiberg_rain__0669_1684158060192291265,2023-05-15_neubiberg_rain,150-400,87,175190
2023-05-15_neubiberg_rain__0669_1684158060192291265,2023-05-15_neubiberg_rain,>=400,0,175190
2023-05-15_neubiberg_rain__0670_1684158087446230427,2023-05-15_neubiberg_rain,0-50,144290,177950
2023-05-15_neubiberg_rain__0670_1684158087446230427,2023-05-15_neubiberg_rain,50-100,20970,177950
2023-05-15_neubiberg_rain__0670_1684158087446230427,2023-05-15_neubiberg_rain,100-150,4304,177950
2023-05-15_neubiberg_rain__0670_1684158087446230427,2023-05-15_neubiberg_rain,150-400,8386,177950
2023-05-15_neubiberg_rain__0670_1684158087446230427,2023-05-15_neubiberg_rain,>=400,0,177950
2023-05-15_neubiberg_rain__0671_1684158098947952990,2023-05-15_neubiberg_rain,0-50,152863,192811
2023-05-15_neubiberg_rain__0671_1684158098947952990,2023-05-15_neubiberg_rain,50-100,25365,192811
2023-05-15_neubiberg_rain__0671_1684158098947952990,2023-05-15_neubiberg_rain,100-150,10215,192811
2023-05-15_neubiberg_rain__0671_1684158098947952990,2023-05-15_neubiberg_rain,150-400,4368,192811
2023-05-15_neubiberg_rain__0671_1684158098947952990,2023-05-15_neubiberg_rain,>=400,0,192811
2023-05-15_neubiberg_rain__0672_1684158099051579641,2023-05-15_neubiberg_rain,0-50,142039,179740
2023-05-15_neubiberg_rain__0672_1684158099051579641,2023-05-15_neubiberg_rain,50-100,22877,179740
2023-05-15_neubiberg_rain__0672_1684158099051579641,2023-05-15_neubiberg_rain,100-150,9945,179740
2023-05-15_neubiberg_rain__0672_1684158099051579641,2023-05-15_neubiberg_rain,150-400,4879,179740
2023-05-15_neubiberg_rain__0672_1684158099051579641,2023-05-15_neubiberg_rain,>=400,0,179740
2023-05-15_neubiberg_rain__0673_1684158136666825123,2023-05-15_neubiberg_rain,0-50,116673,175563
2023-05-15_neubiberg_rain__0673_1684158136666825123,2023-05-15_neubiberg_rain,50-100,48212,175563
2023-05-15_neubiberg_rain__0673_1684158136666825123,2023-05-15_neubiberg_rain,100-150,5002,175563
2023-05-15_neubiberg_rain__0673_1684158136666825123,2023-05-15_neubiberg_rain,150-400,5676,175563
2023-05-15_neubiberg_rain__0673_1684158136666825123,2023-05-15_neubiberg_rain,>=400,0,175563
2023-05-15_neubiberg_rain__0674_1684158138434495786,2023-05-15_neubiberg_rain,0-50,127185,174268
2023-05-15_neubiberg_rain__0674_1684158138434495786,2023-05-15_neubiberg_rain,50-100,36611,174268
2023-05-15_neubiberg_rain__0674_1684158138434495786,2023-05-15_neubiberg_rain,100-150,7354,174268
2023-05-15_neubiberg_rain__0674_1684158138434495786,2023-05-15_neubiberg_rain,150-400,3118,174268
2023-05-15_neubiberg_rain__0674_1684158138434495786,2023-05-15_neubiberg_rain,>=400,0,174268
2023-05-15_neubiberg_rain__0675_1684158141020211294,2023-05-15_neubiberg_rain,0-50,141681,174165
2023-05-15_neubiberg_rain__0675_1684158141020211294,2023-05-15_neubiberg_rain,50-100,24459,174165
2023-05-15_neubiberg_rain__0675_1684158141020211294,2023-05-15_neubiberg_rain,100-150,6785,174165
2023-05-15_neubiberg_rain__0675_1684158141020211294,2023-05-15_neubiberg_rain,150-400,1240,174165
2023-05-15_neubiberg_rain__0675_1684158141020211294,2023-05-15_neubiberg_rain,>=400,0,174165
2023-05-15_neubiberg_rain__0676_1684158148065513046,2023-05-15_neubiberg_rain,0-50,157548,198225
2023-05-15_neubiberg_rain__0676_1684158148065513046,2023-05-15_neubiberg_rain,50-100,27487,198225
2023-05-15_neubiberg_rain__0676_1684158148065513046,2023-05-15_neubiberg_rain,100-150,7303,198225
2023-05-15_neubiberg_rain__0676_1684158148065513046,2023-05-15_neubiberg_rain,150-400,5887,198225
2023-05-15_neubiberg_rain__0676_1684158148065513046,2023-05-15_neubiberg_rain,>=400,0,198225
2023-05-15_neubiberg_rain__0677_1684158156457472801,2023-05-15_neubiberg_rain,0-50,145331,173301
2023-05-15_neubiberg_rain__0677_1684158156457472801,2023-05-15_neubiberg_rain,50-100,15617,173301
2023-05-15_neubiberg_rain__0677_1684158156457472801,2023-05-15_neubiberg_rain,100-150,10513,173301
2023-05-15_neubiberg_rain__0677_1684158156457472801,2023-05-15_neubiberg_rain,150-400,1840,173301
2023-05-15_neubiberg_rain__0677_1684158156457472801,2023-05-15_neubiberg_rain,>=400,0,173301
2023-05-15_neubiberg_rain__0678_1684158158634375928,2023-05-15_neubiberg_rain,0-50,134297,168162
2023-05-15_neubiberg_rain__0678_1684158158634375928,2023-05-15_neubiberg_rain,50-100,16153,168162
2023-05-15_neubiberg_rain__0678_1684158158634375928,2023-05-15_neubiberg_rain,100-150,15153,168162
2023-05-15_neubiberg_rain__0678_1684158158634375928,2023-05-15_neubiberg_rain,150-400,2559,168162
2023-05-15_neubiberg_rain__0678_1684158158634375928,2023-05-15_neubiberg_rain,>=400,0,168162
2023-05-15_neubiberg_rain__0679_1684158160707202456,2023-05-15_neubiberg_rain,0-50,146179,178083
2023-05-15_neubiberg_rain__0679_1684158160707202456,2023-05-15_neubiberg_rain,50-100,15094,178083
2023-05-15_neubiberg_rain__0679_1684158160707202456,2023-05-15_neubiberg_rain,100-150,14571,178083
2023-05-15_neubiberg_rain__0679_1684158160707202456,2023-05-15_neubiberg_rain,150-400,2239,178083
2023-05-15_neubiberg_rain__0679_1684158160707202456,2023-05-15_neubiberg_rain,>=400,0,178083
2023-05-15_neubiberg_rain__0680_1684158164126857674,2023-05-15_neubiberg_rain,0-50,162093,202013
2023-05-15_neubiberg_rain__0680_1684158164126857674,2023-05-15_neubiberg_rain,50-100,22865,202013
2023-05-15_neubiberg_rain__0680_1684158164126857674,2023-05-15_neubiberg_rain,100-150,11727,202013
2023-05-15_neubiberg_rain__0680_1684158164126857674,2023-05-15_neubiberg_rain,150-400,5328,202013
2023-05-15_neubiberg_rain__0680_1684158164126857674,2023-05-15_neubiberg_rain,>=400,0,202013
2023-05-15_neubiberg_rain__0681_1684158167028833124,2023-05-15_neubiberg_rain,0-50,157792,200654
2023-05-15_neubiberg_rain__0681_1684158167028833124,2023-05-15_neubiberg_rain,50-100,23614,200654
2023-05-15_neubiberg_rain__0681_1684158167028833124,2023-05-15_neubiberg_rain,100-150,11972,200654
2023-05-15_neubiberg_rain__0681_1684158167028833124,2023-05-15_neubiberg_rain,150-400,7276,200654
2023-05-15_neubiberg_rain__0681_1684158167028833124,2023-05-15_neubiberg_rain,>=400,0,200654
2023-05-15_neubiberg_rain__0682_1684158172209467336,2023-05-15_neubiberg_rain,0-50,154785,165716
2023-05-15_neubiberg_rain__0682_1684158172209467336,2023-05-15_neubiberg_rain,50-100,4649,165716
2023-05-15_neubiberg_rain__0682_1684158172209467336,2023-05-15_neubiberg_rain,100-150,1259,165716
2023-05-15_neubiberg_rain__0682_1684158172209467336,2023-05-15_neubiberg_rain,150-400,5023,165716
2023-05-15_neubiberg_rain__0682_1684158172209467336,2023-05-15_neubiberg_rain,>=400,0,165716
2023-05-15_neubiberg_rain__0683_1684158181121304830,2023-05-15_neubiberg_rain,0-50,167167,199387
2023-05-15_neubiberg_rain__0683_1684158181121304830,2023-05-15_neubiberg_rain,50-100,18991,199387
2023-05-15_neubiberg_rain__0683_1684158181121304830,2023-05-15_neubiberg_rain,100-150,11863,199387
2023-05-15_neubiberg_rain__0683_1684158181121304830,2023-05-15_neubiberg_rain,150-400,1366,199387
2023-05-15_neubiberg_rain__0683_1684158181121304830,2023-05-15_neubiberg_rain,>=400,0,199387
2023-05-15_neubiberg_rain__0684_1684158190239636441,2023-05-15_neubiberg_rain,0-50,145104,172425
2023-05-15_neubiberg_rain__0684_1684158190239636441,2023-05-15_neubiberg_rain,50-100,17656,172425
2023-05-15_neubiberg_rain__0684_1684158190239636441,2023-05-15_neubiberg_rain,100-150,8166,172425
2023-05-15_neubiberg_rain__0684_1684158190239636441,2023-05-15_neubiberg_rain,150-400,1499,172425
2023-05-15_neubiberg_rain__0684_1684158190239636441,2023-05-15_neubiberg_rain,>=400,0,172425
2023-05-15_neubiberg_rain__0685_1684158196146477477,2023-05-15_neubiberg_rain,0-50,179200,200079
2023-05-15_neubiberg_rain__0685_1684158196146477477,2023-05-15_neubiberg_rain,50-100,16509,200079
2023-05-15_neubiberg_rain__0685_1684158196146477477,2023-05-15_neubiberg_rain,100-150,2580,200079
2023-05-15_neubiberg_rain__0685_1684158196146477477,2023-05-15_neubiberg_rain,150-400,1790,200079
2023-05-15_neubiberg_rain__0685_1684158196146477477,2023-05-15_neubiberg_rain,>=400,0,200079
2023-05-15_neubiberg_rain__0686_1684158201119100246,2023-05-15_neubiberg_rain,0-50,183148,202909
2023-05-15_neubiberg_rain__0686_1684158201119100246,2023-05-15_neubiberg_rain,50-100,16911,202909
2023-05-15_neubiberg_rain__0686_1684158201119100246,2023-05-15_neubiberg_rain,100-150,1727,202909
2023-05-15_neubiberg_rain__0686_1684158201119100246,2023-05-15_neubiberg_rain,150-400,1123,202909
2023-05-15_neubiberg_rain__0686_1684158201119100246,2023-05-15_neubiberg_rain,>=400,0,202909
2023-05-15_neubiberg_rain__0687_1684158203606059206,2023-05-15_neubiberg_rain,0-50,175851,184815
2023-05-15_neubiberg_rain__0687_1684158203606059206,2023-05-15_neubiberg_rain,50-100,8082,184815
2023-05-15_neubiberg_rain__0687_1684158203606059206,2023-05-15_neubiberg_rain,100-150,685,184815
2023-05-15_neubiberg_rain__0687_1684158203606059206,2023-05-15_neubiberg_rain,150-400,197,184815
2023-05-15_neubiberg_rain__0687_1684158203606059206,2023-05-15_neubiberg_rain,>=400,0,184815
2023-05-15_neubiberg_rain__0688_1684158215523517211,2023-05-15_neubiberg_rain,0-50,192607,207055
2023-05-15_neubiberg_rain__0688_1684158215523517211,2023-05-15_neubiberg_rain,50-100,12301,207055
2023-05-15_neubiberg_rain__0688_1684158215523517211,2023-05-15_neubiberg_rain,100-150,1640,207055
2023-05-15_neubiberg_rain__0688_1684158215523517211,2023-05-15_neubiberg_rain,150-400,507,207055
2023-05-15_neubiberg_rain__0688_1684158215523517211,2023-05-15_neubiberg_rain,>=400,0,207055
2023-05-15_neubiberg_rain__0689_1684158220393488674,2023-05-15_neubiberg_rain,0-50,180444,206764
2023-05-15_neubiberg_rain__0689_1684158220393488674,2023-05-15_neubiberg_rain,50-100,23772,206764
2023-05-15_neubiberg_rain__0689_1684158220393488674,2023-05-15_neubiberg_rain,100-150,2258,206764
2023-05-15_neubiberg_rain__0689_1684158220393488674,2023-05-15_neubiberg_rain,150-400,290,206764
2023-05-15_neubiberg_rain__0689_1684158220393488674,2023-05-15_neubiberg_rain,>=400,0,206764
2023-05-15_neubiberg_rain__0690_1684158222466299455,2023-05-15_neubiberg_rain,0-50,177836,205362
2023-05-15_neubiberg_rain__0690_1684158222466299455,2023-05-15_neubiberg_rain,50-100,24295,205362
2023-05-15_neubiberg_rain__0690_1684158222466299455,2023-05-15_neubiberg_rain,100-150,2825,205362
2023-05-15_neubiberg_rain__0690_1684158222466299455,2023-05-15_neubiberg_rain,150-400,406,205362
2023-05-15_neubiberg_rain__0690_1684158222466299455,2023-05-15_neubiberg_rain,>=400,0,205362
2023-05-15_neubiberg_rain__0691_1684158228061556386,2023-05-15_neubiberg_rain,0-50,179136,207227
2023-05-15_neubiberg_rain__0691_1684158228061556386,2023-05-15_neubiberg_rain,50-100,24986,207227
2023-05-15_neubiberg_rain__0691_1684158228061556386,2023-05-15_neubiberg_rain,100-150,2616,207227
2023-05-15_neubiberg_rain__0691_1684158228061556386,2023-05-15_neubiberg_rain,150-400,489,207227
2023-05-15_neubiberg_rain__0691_1684158228061556386,2023-05-15_neubiberg_rain,>=400,0,207227
2023-05-15_neubiberg_rain__0692_1684158237388318490,2023-05-15_neubiberg_rain,0-50,178607,206565
2023-05-15_neubiberg_rain__0692_1684158237388318490,2023-05-15_neubiberg_rain,50-100,24746,206565
2023-05-15_neubiberg_rain__0692_1684158237388318490,2023-05-15_neubiberg_rain,100-150,2670,206565
2023-05-15_neubiberg_rain__0692_1684158237388318490,2023-05-15_neubiberg_rain,150-400,542,206565
2023-05-15_neubiberg_rain__0692_1684158237388318490,2023-05-15_neubiberg_rain,>=400,0,206565
2023-05-15_neubiberg_rain__0693_1684158243088296567,2023-05-15_neubiberg_rain,0-50,180012,205491
2023-05-15_neubiberg_rain__0693_1684158243088296567,2023-05-15_neubiberg_rain,50-100,21095,205491
2023-05-15_neubiberg_rain__0693_1684158243088296567,2023-05-15_neubiberg_rain,100-150,3711,205491
2023-05-15_neubiberg_rain__0693_1684158243088296567,2023-05-15_neubiberg_rain,150-400,673,205491
2023-05-15_neubiberg_rain__0693_1684158243088296567,2023-05-15_neubiberg_rain,>=400,0,205491
2023-05-15_neubiberg_rain__0694_1684158245471556900,2023-05-15_neubiberg_rain,0-50,183924,206031
2023-05-15_neubiberg_rain__0694_1684158245471556900,2023-05-15_neubiberg_rain,50-100,18771,206031
2023-05-15_neubiberg_rain__0694_1684158245471556900,2023-05-15_neubiberg_rain,100-150,2807,206031
2023-05-15_neubiberg_rain__0694_1684158245471556900,2023-05-15_neubiberg_rain,150-400,529,206031
2023-05-15_neubiberg_rain__0694_1684158245471556900,2023-05-15_neubiberg_rain,>=400,0,206031
2023-05-15_neubiberg_rain__0695_1684158251688503564,2023-05-15_neubiberg_rain,0-50,181264,206803
2023-05-15_neubiberg_rain__0695_1684158251688503564,2023-05-15_neubiberg_rain,50-100,23225,206803
2023-05-15_neubiberg_rain__0695_1684158251688503564,2023-05-15_neubiberg_rain,100-150,2097,206803
2023-05-15_neubiberg_rain__0695_1684158251688503564,2023-05-15_neubiberg_rain,150-400,217,206803
2023-05-15_neubiberg_rain__0695_1684158251688503564,2023-05-15_neubiberg_rain,>=400,0,206803
2023-05-17_neubiberg_sunny__0379_1684329742550906590,2023-05-17_neubiberg_sunny,0-50,193991,206012
2023-05-17_neubiberg_sunny__0379_1684329742550906590,2023-05-17_neubiberg_sunny,50-100,9942,206012
2023-05-17_neubiberg_sunny__0379_1684329742550906590,2023-05-17_neubiberg_sunny,100-150,1551,206012
2023-05-17_neubiberg_sunny__0379_1684329742550906590,2023-05-17_neubiberg_sunny,150-400,528,206012
2023-05-17_neubiberg_sunny__0379_1684329742550906590,2023-05-17_neubiberg_sunny,>=400,0,206012
2023-05-17_neubiberg_sunny__0380_1684329745349077704,2023-05-17_neubiberg_sunny,0-50,195486,208395
2023-05-17_neubiberg_sunny__0380_1684329745349077704,2023-05-17_neubiberg_sunny,50-100,9604,208395
2023-05-17_neubiberg_sunny__0380_1684329745349077704,2023-05-17_neubiberg_sunny,100-150,2869,208395
2023-05-17_neubiberg_sunny__0380_1684329745349077704,2023-05-17_neubiberg_sunny,150-400,436,208395
2023-05-17_neubiberg_sunny__0380_1684329745349077704,2023-05-17_neubiberg_sunny,>=400,0,208395
2023-05-17_neubiberg_sunny__0381_1684329746496937615,2023-05-17_neubiberg_sunny,0-50,136509,142501
2023-05-17_neubiberg_sunny__0381_1684329746496937615,2023-05-17_neubiberg_sunny,50-100,4239,142501
2023-05-17_neubiberg_sunny__0381_1684329746496937615,2023-05-17_neubiberg_sunny,100-150,1227,142501
2023-05-17_neubiberg_sunny__0381_1684329746496937615,2023-05-17_neubiberg_sunny,150-400,526,142501
2023-05-17_neubiberg_sunny__0381_1684329746496937615,2023-05-17_neubiberg_sunny,>=400,0,142501
2023-05-17_neubiberg_sunny__0382_1684329747629654308,2023-05-17_neubiberg_sunny,0-50,165475,179259
2023-05-17_neubiberg_sunny__0382_1684329747629654308,2023-05-17_neubiberg_sunny,50-100,10631,179259
2023-05-17_neubiberg_sunny__0382_1684329747629654308,2023-05-17_neubiberg_sunny,100-150,2635,179259
2023-05-17_neubiberg_sunny__0382_1684329747629654308,2023-05-17_neubiberg_sunny,150-400,518,179259
2023-05-17_neubiberg_sunny__0382_1684329747629654308,2023-05-17_neubiberg_sunny,>=400,0,179259
2023-05-17_neubiberg_sunny__0383_1684329748563080364,2023-05-17_neubiberg_sunny,0-50,109000,118550
2023-05-17_neubiberg_sunny__0383_1684329748563080364,2023-05-17_neubiberg_sunny,50-100,8509,118550
2023-05-17_neubiberg_sunny__0383_1684329748563080364,2023-05-17_neubiberg_sunny,100-150,659,118550
2023-05-17_neubiberg_sunny__0383_1684329748563080364,2023-05-17_neubiberg_sunny,150-400,382,118550
2023-05-17_neubiberg_sunny__0383_1684329748563080364,2023-05-17_neubiberg_sunny,>=400,0,118550
2023-05-17_neubiberg_sunny__0384_1684329750435328885,2023-05-17_neubiberg_sunny,0-50,72586,75290
2023-05-17_neubiberg_sunny__0384_1684329750435328885,2023-05-17_neubiberg_sunny,50-100,2201,75290
2023-05-17_neubiberg_sunny__0384_1684329750435328885,2023-05-17_neubiberg_sunny,100-150,499,75290
2023-05-17_neubiberg_sunny__0384_1684329750435328885,2023-05-17_neubiberg_sunny,150-400,4,75290
2023-05-17_neubiberg_sunny__0384_1684329750435328885,2023-05-17_neubiberg_sunny,>=400,0,75290
2023-05-17_neubiberg_sunny__0385_1684329752448334896,2023-05-17_neubiberg_sunny,0-50,92245,109642
2023-05-17_neubiberg_sunny__0385_1684329752448334896,2023-05-17_neubiberg_sunny,50-100,13486,109642
2023-05-17_neubiberg_sunny__0385_1684329752448334896,2023-05-17_neubiberg_sunny,100-150,3241,109642
2023-05-17_neubiberg_sunny__0385_1684329752448334896,2023-05-17_neubiberg_sunny,150-400,670,109642
2023-05-17_neubiberg_sunny__0385_1684329752448334896,2023-05-17_neubiberg_sunny,>=400,0,109642
2023-05-17_neubiberg_sunny__0386_1684329763695682616,2023-05-17_neubiberg_sunny,0-50,187137,207739
2023-05-17_neubiberg_sunny__0386_1684329763695682616,2023-05-17_neubiberg_sunny,50-100,16285,207739
